Date,1a. open (GBP),1b. open (USD),2a. high (GBP),2b. high (USD),3a. low (GBP),3b. low (USD),4a. close (GBP),4b. close (USD),5. volume,6. market cap (USD)
02/12/2022,13368.4772,16978,13469.0518,17105.73,13218.75309,16787.85,13458.82348,17092.74,202372.2062,202372.2062
01/12/2022,13516.13832,17165.53,13640.9176,17324,13271.63487,16855.01,13367.98114,16977.37,232818.1822,232818.1822
30/11/2022,12947.14733,16442.91,13581.8626,17249,12935.64342,16428.3,13514.65014,17163.64,303019.8072,303019.8072
29/11/2022,12765.47053,16212.18,13030.45425,16548.71,12677.14,16100,12946.84812,16442.53,248106.2501,248106.2501
28/11/2022,12936.0135,16428.77,12981.8953,16487.04,12594.6756,15995.27,12766.04533,16212.91,252695.4037,252695.4037
27/11/2022,12958.72211,16457.61,13070.84,16600,12914.1474,16401,12936.02137,16428.78,162025.4761,162025.4761
26/11/2022,13008.91099,16521.35,13151.14693,16701.99,12901.549,16385,12959.47802,16458.57,181804.8167,181804.8167
25/11/2022,13070.48567,16599.55,13122.8084,16666,12868.32859,16342.81,13009.53304,16522.14,182089.4953,182089.4953
24/11/2022,13073.28881,16603.11,13238.26486,16812.63,12959.06857,16458.05,13070.01323,16598.95,206565.9235,206565.9235
23/11/2022,12777.8957,16227.96,13154.3044,16706,12724.54148,16160.2,13073.28881,16603.11,264927.7041,264927.7041
22/11/2022,12426.18775,15781.29,12846.431,16315,12296.53446,15616.63,12777.09256,16226.94,239548.0662,239548.0662
21/11/2022,12818.4783,16279.5,12849.5806,16319,12185.8024,15476,12426.18775,15781.29,324096.9978,324096.9978
20/11/2022,13150.11543,16700.68,13191.57204,16753.33,12740.132,16180,12819.0531,16280.23,154842.1348,154842.1348
19/11/2022,13149.13118,16699.43,13245.96563,16822.41,13034.24952,16553.53,13150.11543,16700.68,104963.1556,104963.1556
18/11/2022,13143.72174,16692.56,13394.4614,17011,13028.3519,16546.04,13149.93433,16700.45,214224.1818,214224.1818
17/11/2022,13119.35171,16661.61,13189.7374,16751,12921.81668,16410.74,13143.72174,16692.56,228038.9787,228038.9787
16/11/2022,13307.50882,16900.57,13398.33541,17015.92,12896.51751,16378.61,13120.25722,16662.76,261493.4081,261493.4081
15/11/2022,13084.79273,16617.72,13491.85491,17134.69,13013.92673,16527.72,13307.50882,16900.57,282461.8439,282461.8439
14/11/2022,12859.64357,16331.78,13535.406,17190,12452.89635,15815.21,13086.1628,16619.46,380210.7775,380210.7775
13/11/2022,13238.68218,16813.16,13349.80007,16954.28,12778.7146,16229,12858.12389,16329.85,184960.7885,184960.7885
12/11/2022,13440.90225,17069.98,13479.57934,17119.1,13095.55649,16631.39,13237.83179,16812.08,167819.9604,167819.9604
11/11/2022,13860.16913,17602.45,13933.043,17695,12883.12384,16361.6,13441.16209,17070.31,393552.8649,393552.8649
10/11/2022,12537.51823,15922.68,14329.8926,18199,12404.90432,15754.26,13859.14551,17601.15,608448.3643,608448.3643
09/11/2022,14602.63221,18545.38,14636.00222,18587.76,12273.9912,15588,12537.62059,15922.81,731926.9297,731926.9297
08/11/2022,16213.09356,20590.67,16299.87291,20700.88,13517.16194,17166.83,14604.0889,18547.23,760705.3628,760705.3628
07/11/2022,16461.05369,20905.58,16590.3369,21069.77,16051.06239,20384.89,16213.45576,20591.13,386977.6034,386977.6034
06/11/2022,16771.12394,21299.37,16823.0136,21365.27,16445.73876,20886.13,16461.05369,20905.58,230036.9722,230036.9722
05/11/2022,16652.34465,21148.52,16913.86381,21480.65,16598.90381,21080.65,16771.12394,21299.37,245621.9853,245621.9853
04/11/2022,15911.08629,20207.12,16773.23417,21302.05,15890.4879,20180.96,16652.34465,21148.52,453694.3917,453694.3917
03/11/2022,15867.55882,20151.84,16057.70017,20393.32,15772.59838,20031.24,15911.63747,20207.82,319185.1544,319185.1544
02/11/2022,16128.16459,20482.81,16377.92,20800,15785.8267,20048.04,15867.55882,20151.84,373716.273,373716.273
01/11/2022,16134.40868,20490.74,16299.18,20700,16008.42468,20330.74,16128.80239,20483.62,279932.4377,279932.4377
31/10/2022,16242.07775,20627.48,16414.07741,20845.92,15935.36183,20237.95,16134.40868,20490.74,303567.6163,303567.6163
30/10/2022,16385.54203,20809.68,16481.23475,20931.21,16153.511,20515,16242.07775,20627.48,192795.6089,192795.6089
29/10/2022,16214.01482,20591.84,16602.329,21085,16184.22747,20554.01,16385.53416,20809.67,254881.7776,254881.7776
28/10/2022,15980.36961,20295.11,16338.55,20750,15748.07087,20000.09,16214.01482,20591.84,287039.9457,287039.9457
27/10/2022,16355.56571,20771.61,16434.77815,20872.21,15905.48,20200,15980.36961,20295.11,328643.5779,328643.5779
26/10/2022,15810.22035,20079.02,16551.148,21020,15787.69283,20050.41,16355.54997,20771.59,380492.6958,380492.6958
25/10/2022,15220.91444,19330.6,16075.45604,20415.87,15147.2138,19237,15811.04712,20080.07,326370.6706,326370.6706
24/10/2022,15409.73296,19570.4,15433.94551,19601.15,15084.2218,19157,15220.22153,19329.72,256168.1447,256168.1447
23/10/2022,15121.45795,19204.29,15507.843,19695,15015.80461,19070.11,15409.73296,19570.4,167057.2018,167057.2018
22/10/2022,15090.02494,19164.37,15162.9618,19257,15049.35573,19112.72,15121.50519,19204.35,110403.9084,110403.9084
21/10/2022,14993.60781,19041.92,15157.45,19250,14685.01,18650,15090.02494,19164.37,269310.7577,269310.7577
20/10/2022,15057.72579,19123.35,15234.47347,19347.82,14881.86,18900,14993.60781,19041.92,223530.1307,223530.1307
19/10/2022,15218.42626,19327.44,15244.18998,19360.16,15012.54478,19065.97,15058.21398,19123.97,186137.2954,186137.2954
18/10/2022,15392.47315,19548.48,15517.02408,19706.66,15032.2534,19091,15218.42626,19327.44,260313.0785,260313.0785
17/10/2022,15167.67045,19262.98,15493.6383,19676.96,15080.30842,19152.03,15393.55976,19549.86,222813.8763,222813.8763
16/10/2022,15014.45816,19068.4,15295.90642,19425.84,15010.78888,19063.74,15167.67045,19262.98,131894.6189,131894.6189
15/10/2022,15099.91468,19176.93,15139.87523,19227.68,14941.05673,18975.18,15015.23769,19069.39,113847.6423,113847.6423
14/10/2022,15256.33169,19375.58,15710.10244,19951.87,15016.00934,19070.37,15099.91468,19176.93,351634.326,351634.326
13/10/2022,15082.72574,19155.1,15365.15825,19513.79,14322.806,18190,15255.97736,19375.13,399756.6834,399756.6834
12/10/2022,15007.844,19060,15148.24529,19238.31,14933.73391,18965.88,15083.06432,19155.53,213826.2673,213826.2673
11/10/2022,15064.43444,19131.87,15171.69407,19268.09,14850.364,18860,15007.844,19060,243473.8429,243473.8429
10/10/2022,15307.0245,19439.96,15373.985,19525,14976.54485,19020.25,15064.43444,19131.87,212509.0985,212509.0985
09/10/2022,15288.56785,19416.52,15399.9692,19558,15209.4499,19316.04,15306.28435,19439.02,113900.8268,113900.8268
08/10/2022,15377.99287,19530.09,15454.59901,19627.38,15147.32404,19237.14,15289.7017,19417.96,102480.0984,102480.0984
07/10/2022,15717.03156,19960.67,15802.18887,20068.82,15212.568,19320,15377.99287,19530.09,220874.8391,220874.8391
06/10/2022,15872.61392,20158.26,16107.52684,20456.6,15632.2522,19853,15717.03156,19960.67,320122.1702,320122.1702
05/10/2022,16013.99947,20337.82,16035.87344,20365.6,15535.402,19730,15872.61392,20158.26,312239.7522,312239.7522
04/10/2022,15455.93759,19629.08,16122.015,20475,15346.89844,19490.6,16013.99947,20337.82,327012.0013,327012.0013
03/10/2022,15006.06448,19057.74,15526.81934,19719.1,14928.85203,18959.68,15455.93759,19629.08,293585.7521,293585.7521
02/10/2022,15206.45778,19312.24,15272.33953,19395.91,14897.88359,18920.35,15005.32432,19056.8,206812.4703,206812.4703
01/10/2022,15293.36311,19422.61,15341.7016,19484,15086.12731,19159.42,15205.44203,19310.95,165625.1396,165625.1396
30/09/2022,15425.5912,19590.54,15893.669,20185,15082.93046,19155.36,15293.36311,19422.61,444322.9534,444322.9534
29/09/2022,15285.65447,19412.82,15468.88245,19645.52,14836.98607,18843.01,15426.35497,19591.51,406424.9326,406424.9326
28/09/2022,15022.09594,19078.1,15582.646,19790,14544.28587,18471.28,15285.65447,19412.82,521385.4555,521385.4555
27/09/2022,15139.08783,19226.68,16051.82616,20385.86,14815.97037,18816.32,15022.90696,19079.13,593260.7416,593260.7416
26/09/2022,14810.30896,18809.13,15211.7491,19318.96,14709.19893,18680.72,15139.98547,19227.82,439239.2194,439239.2194
25/09/2022,14899.17493,18921.99,15102.49735,19180.21,14668.63208,18629.2,14808.93101,18807.38,191191.4492,191191.4492
24/09/2022,15187.82002,19288.57,15209.52864,19316.14,14807.32472,18805.34,14898.0017,18920.5,239496.5675,239496.5675
23/09/2022,15276.84346,19401.63,15354.3,19500,14591.64011,18531.42,15188.87513,19289.91,385886.9183,385886.9183
22/09/2022,14536.47486,18461.36,15393.80386,19550.17,14453.82149,18356.39,15276.84346,19401.63,379321.7211,379321.7211
21/09/2022,14861.63169,18874.31,15713.3544,19956,14272.39665,18125.98,14536.47486,18461.36,385034.1002,385034.1002
20/09/2022,15383.44955,19537.02,15460.29979,19634.62,14733.72644,18711.87,14862.175,18875,324098.3286,324098.3286
19/09/2022,15289.30013,19417.45,15500.91388,19686.2,14356.31774,18232.56,15383.44955,19537.02,380512.4031,380512.4031
18/09/2022,15836.66911,20112.61,15840.33052,20117.26,15224.86719,19335.62,15288.30013,19416.18,254217.469,254217.469
17/09/2022,15593.11842,19803.3,15896.8186,20189,15549.63819,19748.08,15837.46439,20113.62,179350.2434,179350.2434
16/09/2022,15513.26031,19701.88,15661.386,19890,15212.57587,19320.01,15593.11842,19803.3,283791.0706,283791.0706
15/09/2022,15926.87366,20227.17,16008.03098,20330.24,15351.9378,19497,15513.26031,19701.88,333069.7608,333069.7608
14/09/2022,15884.70839,20173.62,16174.36135,20541.48,15446.91399,19617.62,15926.51145,20226.71,340826.4015,340826.4015
13/09/2022,17634.16946,22395.44,17951.9326,22799,15637.764,19860,15884.66902,20173.57,431915.0333,431915.0333
12/09/2022,17186.47744,21826.87,17707.0512,22488,16959.42277,21538.51,17634.40568,22395.74,395395.6183,395395.6183
11/09/2022,17045.01315,21647.21,17212.564,21860,16810.99,21350,17186.47744,21826.87,280702.5515,280702.5515
10/09/2022,16820.13959,21361.62,17173.82392,21810.8,16622.90376,21111.13,17045.90292,21648.34,307997.335,307997.335
09/09/2022,15212.9932,19320.54,17005.65103,21597.22,15190.32395,19291.75,16818.95061,21360.11,428919.7465,428919.7465
08/09/2022,15191.19009,19292.85,15321.42605,19458.25,14970.0488,19012,15212.3869,19319.77,262813.2827,262813.2827
07/09/2022,14795.72631,18790.61,15326.00084,19464.06,14575.3803,18510.77,15191.18222,19292.84,287394.7788,287394.7788
06/09/2022,15586.85072,19795.34,15889.732,20180,14684.62417,18649.51,14795.72631,18790.61,356315.0572,356315.0572
05/09/2022,15748.23622,20000.3,15793.0944,20057.27,15459.67774,19633.83,15588.03182,19796.84,222543.0106,222543.0106
04/09/2022,15616.07113,19832.45,15771.0157,20029.23,15419.73294,19583.1,15748.23622,20000.3,145588.7789,145588.7789
03/09/2022,15709.40165,19950.98,15792.03928,20055.93,15474.55173,19652.72,15615.63806,19831.9,146639.032,146639.032
02/09/2022,15852.44074,20132.64,16095.44812,20441.26,15555.31535,19755.29,15710.09456,19951.86,245986.6033,245986.6033
01/09/2022,15786.14166,20048.44,15912.07054,20208.37,15406.00068,19565.66,15851.5116,20131.46,245289.9726,245289.9726
31/08/2022,15600.77982,19813.03,16133.826,20490,15588.89796,19797.94,15787.38575,20050.02,276946.6077,276946.6077
30/08/2022,15974.14128,20287.2,16201.73925,20576.25,15385.796,19540,15599.70108,19811.66,256634.3553,256634.3553
29/08/2022,15398.08731,19555.61,16089.43239,20433.62,15394.29205,19550.79,15972.9838,20285.73,210509.4955,210509.4955
28/08/2022,15777.60624,20037.6,15882.78713,20171.18,15370.048,19520,15398.08731,19555.61,139307.9598,139307.9598
27/08/2022,15936.29884,20239.14,16065.26708,20402.93,15590.52,19800,15777.60624,20037.6,162582.4603,162582.4603
26/08/2022,16975.5881,21559.04,17233.6427,21886.77,15832.96046,20107.9,15937.80277,20241.05,273811.6196,273811.6196
25/08/2022,16825.20257,21368.05,17180.97351,21819.88,16779.61211,21310.15,16975.5881,21559.04,169915.783,169915.783
24/08/2022,16952.02121,21529.11,17244.06,21900,16649.573,21145,16825.22619,21368.08,174383.2205,174383.2205
23/08/2022,16850.95055,21400.75,17074.66664,21684.87,16448.89624,20890.14,16952.02909,21529.12,200967.7716,200967.7716
22/08/2022,16942.24958,21516.7,16967.45425,21548.71,16448.92773,20890.18,16850.22614,21399.83,222222.0453,222222.0453
21/08/2022,16645.69112,21140.07,17165.32,21800,16589.81721,21069.11,16941.39131,21515.61,159200.6841,159200.6841
20/08/2022,16404.99869,20834.39,16836.85609,21382.85,16347.92006,20761.9,16645.69112,21140.07,183041.6836,183041.6836
19/08/2022,18260.94773,23191.45,18274.50676,23208.67,16364.98302,20783.57,16404.99869,20834.39,283995.8775,283995.8775
18/08/2022,18380.01048,23342.66,18582.64,23600,18197.6329,23111.04,18260.75088,23191.2,144185.9701,144185.9701
17/08/2022,18784.33251,23856.15,19249.33945,24446.71,18252.24696,23180.4,18380.01048,23342.66,210668.6877,210668.6877
16/08/2022,18970.8597,24093.04,19092.47363,24247.49,18638.71863,23671.22,18783.22228,23854.74,179324.9482,179324.9482
15/08/2022,19137.95385,24305.25,19851.39337,25211.32,18719.03343,23773.22,18972.26127,24094.82,242539.5476,242539.5476
14/08/2022,19246.46544,24443.06,19722.44874,25047.56,19010.9856,24144,19137.94598,24305.24,151206.1447,151206.1447
13/08/2022,19213.89858,24401.7,19596.8112,24888,19126.90663,24291.22,19245.14261,24441.38,152852.2544,152852.2544
12/08/2022,18844.91507,23933.09,19257.0481,24456.5,18569.2542,23583,19215.45763,24403.68,174207.5704,174207.5704
11/08/2022,18861.41897,23954.05,19620.8584,24918.54,18781.16716,23852.13,18845.93869,23934.39,249759.7956,249759.7956
10/08/2022,18229.34937,23151.32,19075.5524,24226,17846.17691,22664.69,18861.41897,23954.05,208916.5495,208916.5495
09/08/2022,18748.76565,23810.98,18845.04105,23933.25,18003.901,22865,18228.27063,23149.95,143182.5086,143182.5086
08/08/2022,18247.51469,23174.39,19090.513,24245,18231.65645,23154.25,18747.994,23810,170958.4415,170958.4415
07/08/2022,18074.14495,22954.21,18426.7348,23402,17987.85379,22844.62,18247.51469,23174.39,88890.00877,88890.00877
06/08/2022,18357.09714,23313.56,18389.22306,23354.36,18038.95605,22909.52,18074.14495,22954.21,83911.80307,83911.80307
05/08/2022,17812.88563,22622.41,18482.52996,23472.86,17784.96443,22586.95,18356.19951,23312.42,175251.6975,175251.6975
04/08/2022,17966.03493,22816.91,18286.04217,23223.32,17637.76,22400,17813.33445,22622.98,154854.6702,154854.6702
03/08/2022,18099.12128,22985.93,18620.18323,23647.68,17859.19263,22681.22,17967.18454,22818.37,145948.81,145948.81
02/08/2022,18320.35706,23266.9,18472.31739,23459.89,17838.05094,22654.37,18100.58585,22987.79,158073.2823,158073.2823
01/08/2022,18343.55386,23296.36,18511.52203,23509.68,17992.09,22850,18321.23107,23268.01,144210.1622,144210.1622
31/07/2022,18617.78954,23644.64,19051.00127,24194.82,18289.18389,23227.31,18341.16017,23293.32,127743.3248,127743.3248
30/07/2022,18722.23027,23777.28,19423.5832,24668,18505.67165,23502.25,18616.89977,23643.51,151060.1321,151060.1321
29/07/2022,18775.74985,23845.25,19246.15048,24442.66,18436.20722,23414.03,18719.45075,23773.75,198298.5062,198298.5062
28/07/2022,18074.22369,22954.31,19054.85953,24199.72,17781.16916,22582.13,18773.92308,23842.93,236029.0741,236029.0741
27/07/2022,16735.92716,21254.67,18198.88486,23112.63,16568.88812,21042.53,18072.75913,22952.45,210971.198,210971.198
26/07/2022,16780.20266,21310.9,16809.27347,21347.82,16304.2981,20706.5,16735.92716,21254.67,177817.2433,177817.2433
25/07/2022,17777.23216,22577.13,17847.2084,22666,16732.25,21250,16780.20266,21310.9,180344.7664,180344.7664
24/07/2022,17676.01189,22448.58,18121.72754,23014.64,17525.27991,22257.15,17779.24003,22579.68,115189.6728,115189.6728
23/07/2022,17862.03514,22684.83,18110.8063,23000.77,17271.28042,21934.57,17677.97252,22451.07,122137.7738,122137.7738
22/07/2022,18230.03441,23152.19,18705.86023,23756.49,17716.5,22500,17862.03514,22684.83,171598.4397,171598.4397
21/07/2022,18286.02642,23223.3,18458.8371,23442.77,17591.6656,22341.46,18230.03441,23152.19,184817.6819,184817.6819
20/07/2022,18423.96315,23398.48,19115.50508,24276.74,18036.33401,22906.19,18286.02642,23223.3,238762.1709,238762.1709
19/07/2022,17663.41349,22432.58,18740.12,23800,16991.7298,21579.54,18422.49859,23396.62,263770.7657,263770.7657
18/07/2022,16377.58929,20799.58,17935.10586,22777.63,16348.35313,20762.45,17663.41349,22432.58,239942.7313,239942.7313
17/07/2022,16689.41544,21195.6,17074.4068,21684.54,16338.55787,20750.01,16376.47118,20798.16,118229.4525,118229.4525
16/07/2022,16401.5735,20830.04,16999.13136,21588.94,16124.85751,20478.61,16689.41544,21195.6,121011.6739,121011.6739
15/07/2022,16211.65262,20588.84,16692.88,21200,16049.01515,20382.29,16401.5735,20830.04,143343.3049,143343.3049
14/07/2022,15932.93664,20234.87,16456.66,20900,15445.69352,19616.07,16211.65262,20588.84,174809.217,174809.217
13/07/2022,15221.44987,19331.28,16036.66871,20366.61,14890.47416,18910.94,15932.93664,20234.87,209250.2489,209250.2489
12/07/2022,15719.34651,19963.61,15794.78731,20059.42,15149.576,19240,15219.45775,19328.75,139506.4586,139506.4586
11/07/2022,16426.03801,20861.11,16431.84115,20868.48,15649.7561,19875.23,15719.34651,19963.61,137535.4072,137535.4072
10/07/2022,17001.65891,21592.15,17013.86361,21607.65,16263.747,20655,16427.10888,20862.47,192188.2156,192188.2156
09/07/2022,17003.70615,21594.75,17307.052,21980,16789.03729,21322.12,17001.40694,21591.83,178417.8447,178417.8447
08/07/2022,17027.51713,21624.99,17738.05114,22527.37,16684.42332,21189.26,17003.70615,21594.75,403081.5735,403081.5735
07/07/2022,16192.49517,20564.51,17195.31994,21838.1,15946.17283,20251.68,17027.50925,21624.98,85014.58261,85014.58261
06/07/2022,15886.45642,20175.84,16279.66823,20675.22,15560.00825,19761.25,16192.49517,20564.51,82439.5808,82439.5808
05/07/2022,15934.38545,20236.71,16338.55,20750,15200.28456,19304.4,15886.44854,20175.83,96041.13756,96041.13756
04/07/2022,15209.28454,19315.83,16026.74747,20354.01,15004.15109,19055.31,15934.38545,20236.71,74814.04601,74814.04601
03/07/2022,15159.67047,19252.82,15470.54386,19647.63,14788.1594,18781,15209.28454,19315.83,51087.46631,51087.46631
02/07/2022,15180.91452,19279.8,15328.62289,19467.39,14942.49767,18977.01,15159.66259,19252.81,46180.3021,46180.3021
01/07/2022,15702.49615,19942.21,16471.10879,20918.35,14940.915,18975,15180.91452,19279.8,111844.5949,111844.5949
30/06/2022,15844.8502,20123,15889.00759,20179.08,14666.1124,18626,15702.49615,19942.21,93846.64806,93846.64806
29/06/2022,15969.47987,20281.28,16088.40089,20432.31,15633.76401,19854.92,15844.85807,20123.01,77309.04379,77309.04379
28/06/2022,16332.69962,20742.57,16702.40754,21212.1,15907.06267,20202.01,15969.48775,20281.29,63801.0832,63801.0832
27/06/2022,16565.38419,21038.08,16960.47789,21539.85,16149.574,20510,16332.69174,20742.56,64475.0013,64475.0013
26/06/2022,16922.15513,21491.18,17234.6112,21888,16507.6284,20964.73,16565.37632,21038.07,53278.10464,53278.10464
25/06/2022,16722.54923,21237.68,17019.2573,21614.5,16461.87259,20906.62,16922.16301,21491.19,51431.67794,51431.67794
24/06/2022,16622.10849,21110.12,16975.09203,21558.41,16328.09333,20736.72,16722.55711,21237.69,77430.36622,77430.36622
23/06/2022,15738.5512,19988,16718.8642,21233,15661.44112,19890.07,16622.11636,21110.13,83127.08716,83127.08716
22/06/2022,16317.69177,20723.51,16456.66,20900,15567.29957,19770.51,15738.54333,19987.99,92133.97938,92133.97938
21/06/2022,16199.88886,20573.9,17104.6902,21723,16022.33016,20348.4,16317.69965,20723.52,104371.0749,104371.0749
20/06/2022,16199.9676,20574,16606.266,21090,15462.19742,19637.03,16199.88099,20573.89,109028.9415,109028.9415
19/06/2022,14937.60005,18970.79,16390.47903,20815.95,14142.02683,17960.41,16199.9676,20574,128320.876,128320.876
18/06/2022,16117.14099,20468.81,16371.66804,20792.06,13875.5628,17622,14937.60005,18970.79,196441.6555,196441.6555
17/06/2022,16063.43244,20400.6,16823.13958,21365.43,15942.22008,20246.66,16117.14099,20468.81,86694.33663,86694.33663
16/06/2022,17782.42113,22583.72,18106.8378,22995.73,15930.6768,20232,16063.99149,20401.31,99673.59429,99673.59429
15/06/2022,17430.21711,22136.42,17952.72,22800,15835.88959,20111.62,17782.42113,22583.72,200774.4935,200774.4935
14/06/2022,17704.9016,22485.27,18395.93171,23362.88,16414.1404,20846,17430.20923,22136.41,187201.6467,187201.6467
13/06/2022,20924.78492,26574.53,21177.78442,26895.84,17264.3513,21925.77,17706.58663,22487.41,254611.035,254611.035
12/06/2022,22381.61665,28424.71,22476.3015,28544.96,20913.344,26560,20924.78492,26574.53,92474.59881,92474.59881
11/06/2022,22906.93844,29091.87,23181.37883,29440.41,22125.93213,28099.99,22381.60878,28424.7,65901.39895,65901.39895
10/06/2022,23708.55888,30109.93,23923.41672,30382.8,22716.49,28850,22906.94631,29091.88,76204.2498,76204.2498
09/06/2022,23783.2359,30204.77,24173.18,30700,23577.98434,29944.1,23708.55888,30109.93,46291.1865,46291.1865
08/06/2022,24508.07697,31125.32,24667.05303,31327.22,23499.07111,29843.88,23783.2359,30204.77,68542.61276,68542.61276
07/06/2022,24703.17894,31373.1,24873.65104,31589.6,23007.0091,29218.96,24508.08484,31125.33,110674.5166,110674.5166
06/06/2022,23558.37808,29919.2,25012.26494,31765.64,23535.5671,29890.23,24703.17894,31373.1,68836.92456,68836.92456
05/06/2022,23514.93722,29864.03,23770.8186,30189,23253.04011,29531.42,23558.38595,29919.21,23139.9281,23139.9281
04/06/2022,23385.94535,29700.21,23613.24411,29988.88,23216.489,29485,23514.9451,29864.04,25617.90113,25617.90113
03/06/2022,23978.40086,30452.63,24172.3926,30699,23056.93026,29282.36,23385.94535,29700.21,54067.44727,54067.44727
02/06/2022,23469.11842,29805.84,24164.5186,30689,23302.74867,29594.55,23978.39299,30452.62,56961.42928,56961.42928
01/06/2022,25040.14677,31801.05,25183.39058,31982.97,23071.6074,29301,23469.11054,29805.83,103395.6338,103395.6338
31/05/2022,24987.5327,31734.23,25510.9726,32399,24566.88787,31200.01,25040.1389,31801.04,62433.11632,62433.11632
30/05/2022,23203.18194,29468.1,25371.6028,32222,23070.52079,29299.62,24987.52483,31734.22,96785.9476,96785.9476
29/05/2022,22859.26924,29031.33,23297.41797,29587.78,22707.99395,28839.21,23203.18194,29468.1,27567.34764,27567.34764
28/05/2022,22543.11239,28629.81,23044.0484,29266,22401.53,28450,22859.26924,29031.33,34479.35127,34479.35127
27/05/2022,22993.14299,29201.35,23147.71748,29397.66,22269.95546,28282.9,22543.10452,28629.8,90998.5201,90998.5201
26/05/2022,23261.48104,29542.14,23532.74034,29886.64,22062.60154,28019.56,22993.14299,29201.35,94581.65463,94581.65463
25/05/2022,23350.01629,29654.58,23798.17288,30223.74,23066.26095,29294.21,23261.48891,29542.15,59537.38659,59537.38659
24/05/2022,22920.53684,29109.14,23500.63016,29845.86,22573.9706,28669,23350.01629,29654.58,59442.96036,59442.96036
23/05/2022,23853.44048,30293.93,24149.95957,30670.51,22729.36399,28866.35,22920.54471,29109.15,63901.49932,63901.49932
22/05/2022,23185.04812,29445.07,24006.24333,30487.99,23035.47361,29255.11,23853.44836,30293.94,36158.98748,36158.98748
21/05/2022,22992.87527,29201.01,23351.27613,29656.18,22793.08827,28947.28,23185.04024,29445.06,20987.13124,20987.13124
20/05/2022,23873.35383,30319.22,24234.06964,30777.33,22622.002,28730,22992.87527,29201.01,60517.25325,60517.25325
19/05/2022,22610.45084,28715.33,24051.27473,30545.18,22591.59261,28691.38,23873.3617,30319.23,67877.36415,67877.36415
18/05/2022,23972.33788,30444.93,24181.04613,30709.99,22562.52968,28654.47,22610.44297,28715.32,59749.15799,59749.15799
17/05/2022,23522.79547,29874.01,24242.76254,30788.37,23189.22921,29450.38,23972.33788,30444.93,56724.13307,56724.13307
16/05/2022,24668.36799,31328.89,24668.37586,31328.9,22903.1353,29087.04,23522.79547,29874.01,73082.19658,73082.19658
15/05/2022,23690.29908,30086.74,24771.604,31460,23212.552,29480,24668.36799,31328.89,46275.66912,46275.66912
14/05/2022,23060.62317,29287.05,23892.2908,30343.27,22543.262,28630,23690.29908,30086.74,51095.87863,51095.87863
13/05/2022,22858.01728,29029.74,24475.04554,31083.37,22639.06496,28751.67,23060.62317,29287.05,97872.36957,97872.36957
12/05/2022,22916.44236,29103.94,23813.3382,30243,21023.58,26700,22858.02515,29029.75,204507.2631,204507.2631
11/05/2022,24422.87241,31017.11,25324.82337,32162.59,21877.909,27785,22916.44236,29103.94,207063.7393,207063.7393
10/05/2022,23680.4487,30074.23,25715.68873,32658.99,23409.71696,29730.4,24422.86454,31017.1,165532.0031,165532.0031
09/05/2022,26801.82829,34038.39,26963.05631,34243.15,23648.24404,30033.33,23682.08649,30076.31,191876.9264,191876.9264
08/05/2022,27930.96776,35472.4,27963.89683,35514.22,26546.36423,33713.95,26801.83616,34038.4,72445.64344,72445.64344
07/05/2022,28357.2425,36013.77,28461.59662,36146.3,27389.709,34785,27930.95989,35472.39,34281.70682,34281.70682
06/05/2022,28781.80858,36552.97,28878.39106,36675.63,27762.1492,35258,28357.2425,36013.77,68437.80187,68437.80187
05/05/2022,31251.906,39690,31374.35457,39845.51,28009.31406,35571.9,28781.80858,36552.97,88722.43355,88722.43355
04/05/2022,29707.77523,37728.95,31514.7165,40023.77,29661.358,37670,31251.906,39690,62574.61736,62574.61736
03/05/2022,30334.71098,38525.16,30434.19897,38651.51,29541.51572,37517.8,29707.77523,37728.95,40316.45358,40316.45358
02/05/2022,30289.97879,38468.35,30840.36352,39167.34,29962.1448,38052,30334.71098,38525.16,53200.92628,53200.92628
01/05/2022,29630.49192,37630.8,30452.695,38675,29438.03561,37386.38,30289.97879,38468.35,38812.24104,38812.24104
30/04/2022,30390.57701,38596.11,30547.48221,38795.38,29589.07468,37578.2,29630.49192,37630.8,35321.18989,35321.18989
29/04/2022,31292.89804,39742.06,31437.14185,39925.25,30058.995,38175,30390.57701,38596.11,51453.65715,51453.65715
28/04/2022,30894.20593,39235.72,31789.40886,40372.63,30615.23798,38881.43,31292.90592,39742.07,56086.6715,56086.6715
27/04/2022,30009.89274,38112.64,31082.39453,39474.72,29827.74349,37881.31,30894.20593,39235.72,57083.12272,57083.12272
26/04/2022,31831.49539,40426.08,32123.80189,40797.31,29686.75952,37702.26,30009.90061,38112.65,66650.258,66650.258
25/04/2022,31063.02449,39450.12,31981.0384,40616,30078.68,38200,31831.49539,40426.08,63037.12784,63037.12784
24/04/2022,31056.32371,39441.61,31448.756,39940,30653.18279,38929.62,31063.03236,39450.13,26703.61186,26703.61186
23/04/2022,31267.01621,39709.19,31480.252,39980,30933.009,39285,31056.31584,39441.6,20291.42375,20291.42375
22/04/2022,31873.95987,40480.01,32122.03024,40795.06,30847.9698,39177,31267.00833,39709.18,46664.0196,46664.0196
21/04/2022,32565.43881,41358.19,33839.3024,42976,31299.9374,39751,31873.95987,40480.01,59316.27657,59316.27657
20/04/2022,32671.73781,41493.19,33227.4926,42199,32141.668,40820,32565.43881,41358.19,40877.35041,40877.35041
