Date,1a. open (GBP),1b. open (USD),2a. high (GBP),2b. high (USD),3a. low (GBP),3b. low (USD),4a. close (GBP),4b. close (USD),5. volume,6. market cap (USD)
17/07/2023,23804.6768,30232,23887.3223,30336.96,23353.65408,29659.2,23730.6612,30138,30882.76839,30882.76839
16/07/2023,23849.96805,30289.52,23969.6056,30441.46,23672.62195,30064.29,23804.66893,30231.99,15760.1281,15760.1281
15/07/2023,23867.6688,30312,23929.79466,30390.9,23779.48,30200,23849.96805,30289.52,14118.55329,14118.55329
14/07/2023,24767.0607,31454.23,24905.462,31630,23543.26,29900,23867.67667,30312.01,60749.48424,60749.48424
13/07/2023,23921.212,30380,25042.62708,31804.2,23819.6374,30251,24767.0607,31454.23,70772.51836,70772.51836
12/07/2023,24111.84154,30622.1,24396.21105,30983.25,23787.354,30210,23921.212,30380,38108.99669,38108.99669
11/07/2023,23946.07022,30411.57,24262.65226,30813.63,23858.22,30300,24111.84154,30622.1,28476.83311,28476.83311
10/07/2023,23748.54305,30160.71,24445.44717,31045.78,23582.63,29950,23946.07022,30411.57,41262.87652,41262.87652
09/07/2023,23846.11766,30284.63,23972.80245,30445.52,23670.12589,30061.12,23748.54305,30160.71,15388.50196,15388.50196
08/07/2023,23893.41678,30344.7,23926.57419,30386.81,23657.01568,30044.47,23846.11766,30284.63,13094.59042,13094.59042
07/07/2023,23539.65371,29895.42,23975.5426,30449,23386.58315,29701.02,23893.41678,30344.7,34070.53895,34070.53895
06/07/2023,24019.47952,30504.8,24803.1,31500,23504.24433,29850.45,23539.66158,29895.43,71319.6261,71319.6261
05/07/2023,24225.55785,30766.52,24313.39232,30878.07,23779.48,30200,24019.48739,30504.81,33215.67122,33215.67122
04/07/2023,24532.39188,31156.2,24685.53331,31350.69,24110.188,30620,24225.54997,30766.51,33206.11943,33206.11943
03/07/2023,24107.84155,30617.02,24708.612,31380,24071.0306,30570.27,24532.39188,31156.2,43761.64311,43761.64311
02/07/2023,24083.33766,30585.9,24244.8334,30791,23744.047,30155,24107.84942,30617.03,23286.41019,23286.41019
01/07/2023,23993.64493,30471.99,24142.94384,30661.6,23874.41682,30320.57,24083.33766,30585.9,17501.75075,17501.75075
30/06/2023,23974.21189,30447.31,24631.4468,31282,23228.3,29500,23993.6528,30472,89419.07618,89419.07618
29/06/2023,23682.94476,30077.4,24286.54985,30843.98,23661.35425,30049.98,23974.21189,30447.31,36330.62903,36330.62903
28/06/2023,24167.22726,30692.44,24180.84928,30709.74,23510.81912,29858.8,23682.95263,30077.41,40463.51937,40463.51937
27/06/2023,23833.01533,30267.99,24405.43938,30994.97,23800.08626,30226.17,24167.22726,30692.44,42699.64157,42699.64157
26/06/2023,23986.30636,30462.67,24146.4084,30666,23566.882,29930,23833.01533,30267.99,45180.41489,45180.41489
25/06/2023,24037.30626,30527.44,24445.62827,31046.01,23840.49563,30277.49,23986.29848,30462.66,30223.44801,30223.44801
24/06/2023,24164.13277,30688.51,24251.92,30800,23818.85,30250,24037.29838,30527.43,30513.30135,30513.30135
23/06/2023,23531.38601,29884.92,24749.50956,31431.94,23464.52,29800,24164.1249,30688.5,73931.89635,73931.89635
22/06/2023,23617.18899,29993.89,24015.7,30500,23248.46531,29525.61,23531.38601,29884.92,59054.5646,59054.5646
21/06/2023,22289.7192,28308,24251.92,30800,22250.34133,28257.99,23617.18899,29993.89,108926.4041,108926.4041
20/06/2023,21137.24119,26844.35,22364.31748,28402.74,20985.7848,26652,22289.71133,28307.99,69666.95525,69666.95525
19/06/2023,20740.10025,26339.98,21313.41407,27068.09,20674.45471,26256.61,21137.24119,26844.35,35872.65974,35872.65974
18/06/2023,20879.47793,26516.99,21023.58,26700,20673.85629,26255.85,20740.09238,26339.97,21538.31022,21538.31022
17/06/2023,20744.06087,26345.01,21133.80813,26839.99,20614.9194,26181,20879.47793,26516.99,27842.2195,27842.2195
16/06/2023,20156.25103,25598.49,20880.2732,26518,19823.23594,25175.56,20744.053,26345,51596.91662,51596.91662
15/06/2023,19786.25964,25128.6,20282.64447,25759.01,19527.52,24800,20156.25103,25598.49,48664.86063,48664.86063
14/06/2023,20420.62058,25934.24,20549.5652,26098,19543.70894,24820.56,19786.25964,25128.6,45077.31608,45077.31608
13/06/2023,20397.75448,25905.2,20813.50955,26433.21,20246.07762,25712.57,20420.62845,25934.25,41065.60853,41065.60853
12/06/2023,20413.7702,25925.54,20556.24235,26106.48,20159.10141,25602.11,20397.74661,25905.19,29900.50893,29900.50893
11/06/2023,20347.37663,25841.22,20635.29731,26206.88,20184.76278,25634.7,20413.77807,25925.55,30014.29595,30014.29595
10/06/2023,20848.61972,26477.8,20892.76924,26533.87,19966.8892,25358,20347.36875,25841.21,64944.60108,64944.60108
09/06/2023,20865.01339,26498.62,21089.19404,26783.33,20684.92713,26269.91,20848.62759,26477.81,27934.7097,27934.7097
08/06/2023,20739.59632,26339.34,21110.194,26810,20637.754,26210,20865.00551,26498.61,31075.51083,31075.51083
07/06/2023,21440.95712,27230.07,21568.2797,27391.77,20570.83287,26125.01,20739.59632,26339.34,59619.44364,59619.44364
06/06/2023,20258.38468,25728.2,21539.58684,27355.33,19961.39315,25351.02,21440.96499,27230.08,68392.60438,68392.60438
05/06/2023,21350.50848,27115.2,21361.63444,27129.33,19990.5112,25388,20258.38468,25728.2,65805.60305,65805.60305
04/06/2023,21314.30383,27069.22,21618.08275,27455.02,21221.2174,26951,21350.51635,27115.21,19258.41049,19258.41049
03/06/2023,21450.81537,27242.59,21522.23255,27333.29,21192.81588,26914.93,21314.30383,27069.22,16595.34117,16595.34117
02/06/2023,21116.43808,26817.93,21496.02,27300,20870.037,26505,21450.81537,27242.59,36380.90269,36380.90269
01/06/2023,21425.43746,27210.36,21535.39,27350,20948.81637,26605.05,21116.43808,26817.93,39217.8088,39217.8088
31/05/2023,21806.56269,27694.39,21917.68057,27835.51,21133.03647,26839.01,21425.42959,27210.35,46588.80573,46588.80573
30/05/2023,21839.63349,27736.39,22077.58577,28038.59,21696.0196,27554,21806.57056,27694.4,32686.75371,32686.75371
29/05/2023,22098.38887,28065.01,22399.27804,28447.14,21672.87004,27524.6,21839.64136,27736.4,42385.41945,42385.41945
28/05/2023,21145.06007,26854.28,22252.96337,28261.32,21074.25706,26764.36,22098.381,28065,43916.00855,43916.00855
27/05/2023,21028.24928,26705.93,21177.123,26895,20906.2574,26551,21145.0522,26854.27,15095.6867,15095.6867
26/05/2023,20845.47012,26473.8,21206.38278,26932.16,20730.06878,26327.24,21028.24141,26705.92,35061.18713,35061.18713
25/05/2023,20731.4546,26329,20970.02105,26631.98,20371.52619,25871.89,20845.46225,26473.79,37435.44895,37435.44895
24/05/2023,21432.72091,27219.61,21432.72091,27219.61,20535.7857,26080.5,20731.46247,26329.01,54393.0657,54393.0657
23/05/2023,21141.12307,26849.28,21650.21654,27495.83,21100.83181,26798.11,21432.72091,27219.61,38700.83858,38700.83858
22/05/2023,21061.20197,26747.78,21338.45339,27099.89,20896.18655,26538.21,21141.1152,26849.27,26458.83828,26458.83828
21/05/2023,21340.44551,27102.42,21478.34287,27277.55,20996.83202,26666.03,21061.20197,26747.78,21347.87279,21347.87279
20/05/2023,21165.51672,26880.26,21377.91,27150,21122.09161,26825.11,21340.45338,27102.43,14434.54718,14434.54718
19/05/2023,21119.07587,26821.28,21404.36664,27183.6,20968.462,26630,21165.51672,26880.26,28754.13544,28754.13544
18/05/2023,21579.18519,27405.62,21641.94884,27485.33,20756.80888,26361.2,21119.07587,26821.28,49198.65143,49198.65143
17/05/2023,21286.45349,27033.85,21653.5,27500,20901.30465,26544.71,21579.17731,27405.61,42958.97785,42958.97785
16/05/2023,21387.47691,27162.15,21493.57119,27296.89,21143.35141,26852.11,21286.44562,27033.84,33270.45451,33270.45451
15/05/2023,21194.92611,26917.61,21782.31077,27663.59,21044.0524,26726,21387.46904,27162.14,40430.08333,40430.08333
14/05/2023,21082.8476,26775.27,21417.28,27200,20913.76132,26560.53,21194.93399,26917.62,21594.8036,21594.8036
13/05/2023,21098.39087,26795.01,21295.58733,27045.45,21017.30442,26692.03,21082.85547,26775.28,22814.90421,22814.90421
12/05/2023,21235.08351,26968.61,21331.54789,27091.12,20323.9436,25811.46,21098.39087,26795.01,67207.93494,67207.93494
11/05/2023,21731.24788,27598.74,21755.97224,27630.14,21025.19417,26702.05,21235.09139,26968.62,47635.31365,47635.31365
10/05/2023,21754.50767,27628.28,22308.16011,28331.42,21084.2098,26777,21731.25575,27598.75,71155.11355,71155.11355
09/05/2023,21786.41312,27668.8,21903.8932,27818,21537.7522,27353,21754.4998,27628.27,40113.31069,40113.31069
08/05/2023,22385.85287,28430.09,22544.05727,28631.01,21466.0988,27262,21786.40525,27668.79,68244.36179,68244.36179
07/05/2023,22715.06481,28848.19,22943.48955,29138.29,22358.4041,28395.23,22385.86074,28430.1,30003.41028,30003.41028
06/05/2023,23232.70944,29505.6,23480.268,29820,22283.42,28300,22715.07268,28848.2,49249.28459,49249.28459
05/05/2023,22707.16718,28838.16,23367.6698,29677,22677.12,28800,23232.71731,29505.61,58415.83048,58415.83048
04/05/2023,22855.19838,29026.16,23133.67814,29379.83,22569.75014,28663.64,22707.16718,28838.16,42575.47501,42575.47501
03/05/2023,22574.63989,28669.85,23044.56808,29266.66,22136.71951,28113.69,22855.19838,29026.16,64615.79213,64615.79213
02/05/2023,22100.94792,28068.26,22740.01751,28879.88,21946.4128,27872,22574.64776,28669.86,50824.5224,50824.5224
01/05/2023,23018.22168,29233.2,23100.22152,29337.34,21784.95643,27666.95,22100.94792,28068.26,64433.65958,64433.65958
30/04/2023,23016.05633,29230.45,23597.89769,29969.39,22897.26917,29079.59,23018.22955,29233.21,39752.5372,39752.5372
29/04/2023,23080.02471,29311.69,23188.04811,29448.88,22859.0094,29031,23016.05633,29230.45,20466.83058,20466.83058
28/04/2023,23206.8591,29472.77,23306.6778,29599.54,22748.7734,28891,23080.03258,29311.7,54298.16578,54298.16578
27/04/2023,22374.19935,28415.29,23535.386,29890,22345.51436,28378.86,23206.8591,29472.77,95430.82431,95430.82431
26/04/2023,22284.04992,28300.8,23650.3464,30036,21444.839,27235,22374.19935,28415.29,129228.404,129228.404
25/04/2023,21662.10628,27510.93,22362.15213,28399.99,21410.9808,27192,22284.04205,28300.79,52325.14637,52325.14637
24/04/2023,21724.83057,27590.59,22047.2,28000,21214.77647,26942.82,21662.10628,27510.93,53111.56874,53111.56874
23/04/2023,21902.98769,27816.85,21902.98769,27816.85,21504.87825,27311.25,21724.83844,27590.6,34812.09581,34812.09581
22/04/2023,21466.76022,27262.84,21954.85373,27882.72,21370.31159,27140.35,21902.98769,27816.85,36023.69686,36023.69686
21/04/2023,22239.05001,28243.65,22341.70335,28374.02,21358.225,27125,21466.76022,27262.84,77684.7679,77684.7679
20/04/2023,22674.83654,28797.1,22904.12742,29088.3,22055.074,28010,22239.05001,28243.65,76879.09372,76879.09372
19/04/2023,23921.21987,30380.01,23947.61352,30413.53,22456.648,28520,22674.83654,28797.1,86575.48656,86575.48656
18/04/2023,23173.3946,29430.27,24003.889,30485,22910.80457,29096.78,23921.21987,30380.01,62004.89434,62004.89434
17/04/2023,23861.88928,30304.66,23870.86564,30316.06,23024.08781,29240.65,23173.3946,29430.27,56441.81127,56441.81127
16/04/2023,23854.36174,30295.1,24055.06213,30549.99,23716.488,30120,23861.88141,30304.65,26431.99322,26431.99322
15/04/2023,23989.66068,30466.93,24090.97544,30595.6,23781.0548,30202,23854.35387,30295.09,25429.81247,25429.81247
14/04/2023,23916.36162,30373.84,24409.4,31000,23595.2284,29966,23989.66068,30466.93,75984.19452,75984.19452
13/04/2023,23533.86632,29888.07,24090.503,30595,23507.50417,29854.59,23916.36162,30373.84,51934.11731,51934.11731
12/04/2023,23779.81858,30200.43,24004.6764,30486,23336.48876,29637.4,23533.86632,29888.07,62049.48451,62049.48451
11/04/2023,23336.44939,29637.35,24055.07,30550,23299.166,29590,23779.81071,30200.42,67990.07621,67990.07621
10/04/2023,22302.12862,28323.76,23440.898,29770,22181.058,28170,23336.44152,29637.34,67754.0622,67754.0622
09/04/2023,21998.68041,27938.38,22464.522,28530,21889.72,27800,22302.12862,28323.76,32531.16101,32531.16101
08/04/2023,21973.45212,27906.34,22169.23913,28154.99,21936.19235,27859.02,21998.68041,27938.38,19479.96735,19479.96735
07/04/2023,22073.83774,28033.83,22125.94,28100,21863.68856,27766.94,21973.44424,27906.33,24762.09387,24762.09387
06/04/2023,22181.06587,28170.01,22190.54617,28182.05,21819.6414,27711,22073.82987,28033.82,40118.94963,40118.94963
05/04/2023,22177.49108,28165.47,22657.435,28775,21893.73574,27805.1,22181.06587,28170.01,60737.64732,60737.64732
04/04/2023,21889.72,27800,22397.15206,28444.44,21781.68085,27662.79,22177.49108,28165.47,49722.55691,49722.55691
03/04/2023,22182.53044,28171.87,22441.67953,28500.99,21417.46898,27200.24,21889.72,27800,79180.01405,79180.01405
02/04/2023,22403.68748,28452.74,22464.522,28530,21934.15298,27856.43,22182.53044,28171.87,37365.65692,37365.65692
01/04/2023,22413.62446,28465.36,22692.63965,28819.71,22220.6406,28220.27,22403.6796,28452.73,30238.44753,30238.44753
31/03/2023,22069.66452,28028.53,22564.27771,28656.69,21662.72045,27511.71,22413.62446,28465.36,78198.12139,78198.12139
30/03/2023,22321.68764,28348.6,22980.01703,29184.68,21799.9564,27686,22069.66452,28028.53,98865.43256,98865.43256
29/03/2023,21465.35864,27261.06,22559.01,28650,21448.85474,27240.1,22321.68764,28348.6,89486.16008,89486.16008
28/03/2023,21358.14626,27124.9,21669.248,27520,20969.86357,26631.78,21465.36652,27261.07,78602.44341,78602.44341
27/03/2023,22022.04257,27968.05,22065.98736,28023.86,20872.50944,26508.14,21358.15413,27124.91,88039.46898,88039.46898
26/03/2023,21624.3347,27462.96,22200.27056,28194.4,21588.74422,27417.76,22022.04257,27968.05,49671.70353,49671.70353
25/03/2023,21617.6418,27454.46,21879.74364,27787.33,21382.70527,27156.09,21624.32683,27462.95,50844.08102,50844.08102
24/03/2023,22279.81371,28295.42,22341.92382,28374.3,21259.8,27000,21617.64968,27454.47,86242.06544,86242.06544
23/03/2023,21457.41378,27250.97,22637.75,28750,21342.477,27105,22279.80583,28295.41,128649.6082,128649.6082
22/03/2023,22132.08959,28107.81,22730.70257,28868.05,20946.25732,26601.8,21457.41378,27250.97,224113.413,224113.413
21/03/2023,21824.37367,27717.01,22392.51427,28438.55,21498.46094,27303.1,22130.24708,28105.47,420929.7422,420929.7422
20/03/2023,22025.83784,27972.87,22418.8528,28472,21357.80768,27124.47,21824.37367,27717.01,477378.2337,477378.2337
19/03/2023,21186.95763,26907.49,22354.36474,28390.1,21123.75303,26827.22,22025.83784,27972.87,372066.9905,372066.9905
18/03/2023,21570.92536,27395.13,21830.54689,27724.85,20927.5172,26578,21186.95763,26907.49,371238.9717,371238.9717
17/03/2023,19684.03937,24998.78,21855.73582,27756.84,19598.386,24890,21570.92536,27395.13,624460.6809,624460.6809
16/03/2023,19122.52868,24285.66,19816.81076,25167.4,18994.4502,24123,19684.03937,24998.78,439421.33,439421.33
15/03/2023,19425.48083,24670.41,19840.09418,25196.97,18816.45843,23896.95,19122.52868,24285.66,581450.7298,581450.7298
14/03/2023,18986.0014,24112.27,20777.02144,26386.87,18879.03311,23976.42,19425.48083,24670.41,699360.9342,699360.9342
13/03/2023,17321.26457,21998.05,19291.3,24500,17176.24911,21813.88,18986.95415,24113.48,687889.3126,687889.3126
12/03/2023,16106.8418,20455.73,17440.91,22150,15961.07044,20270.6,17320.52441,21997.11,430944.9429,430944.9429
11/03/2023,15866.65331,20150.69,16288.55797,20686.51,15562.98462,19765.03,16106.8418,20455.73,427831.8213,427831.8213
10/03/2023,16033.20415,20362.21,16037.58997,20367.78,15392.95347,19549.09,15866.65331,20150.69,618456.4671,618456.4671
09/03/2023,17090.02094,21704.37,17192.87113,21834.99,15781.63773,20042.72,16033.21203,20362.22,443658.2858,443658.2858
08/03/2023,17479.14614,22198.56,17548.7838,22287,16992.092,21580,17090.86346,21705.44,301460.5727,301460.5727
07/03/2023,17645.16943,22409.41,17762.09833,22557.91,17265.3198,21927,17478.6737,22197.96,292519.8091,292519.8091
06/03/2023,17661.57098,22430.24,17796.96441,22602.19,17525.9492,22258,17645.634,22410,203751.8296,203751.8296
05/03/2023,17595.68922,22346.57,17844.12967,22662.09,17471.79183,22189.22,17661.57098,22430.24,154841.7579,154841.7579
04/03/2023,17601.80732,22354.34,17645.634,22410,17446.48479,22157.08,17595.68922,22346.57,121257.3813,121257.3813
03/03/2023,18476.59297,23465.32,18485.75043,23476.95,17300.06776,21971.13,17601.80732,22354.34,319954.1979,319954.1979
02/03/2023,18606.07302,23629.76,18737.70268,23796.93,18264.45166,23195.9,18476.59297,23465.32,239315.4522,239315.4522
01/03/2023,18221.67222,23141.57,18897.6,24000,18125.97162,23020.03,18605.45098,23628.97,315287.4174,315287.4174
28/02/2023,18497.67167,23492.09,18582.64,23600,18126.71178,23020.97,18221.67222,23141.57,264140.9989,264140.9989
27/02/2023,18547.08889,23554.85,18817.27733,23897.99,18194.2707,23106.77,18497.67167,23492.09,283706.0859,283706.0859
26/02/2023,18233.87692,23157.07,18653.49813,23689.99,18156.79833,23059.18,18547.08889,23554.85,202323.7362,202323.7362
25/02/2023,18255.1131,23184.04,18282.74296,23219.13,17891.3028,22722,18233.87692,23157.07,191311.8101,191311.8101
24/02/2023,18850.51348,23940.2,19001.81239,24132.35,17985.15301,22841.19,18256.09735,23185.29,343582.5745,343582.5745
23/02/2023,19041.07215,24182.21,19369.71717,24599.59,18588.9392,23608,18850.51348,23940.2,398400.4544,398400.4544
22/02/2023,19252.45756,24450.67,19272.44177,24476.05,18562.71091,23574.69,19041.07215,24182.21,379425.7537,379425.7537
21/02/2023,19562.07899,24843.89,19881.85,25250,19014.40292,24148.34,19253.63078,24452.16,376000.8287,376000.8287
20/02/2023,19112.17437,24272.51,19780.4565,25121.23,18772.26954,23840.83,19560.74828,24842.2,346938.57,346938.57
19/02/2023,19395.27617,24632.05,19836.1808,25192,19049.22962,24192.57,19111.58382,24271.76,300395.9954,300395.9954
18/02/2023,19345.03218,24568.24,19588.1498,24877,19236.182,24430,19395.19743,24631.95,216917.2521,216917.2521
17/02/2023,18517.85273,23517.72,19701.62201,25021.11,18377.41994,23339.37,19346.39438,24569.97,496813.2138,496813.2138
16/02/2023,19151.82784,24322.87,19881.85,25250,18508.03385,23505.25,18517.85273,23517.72,450080.6837,450080.6837
15/02/2023,17480.15402,22199.84,19196.812,24380,17360.02827,22047.28,19152.75697,24324.05,375669.1611,375669.1611
14/02/2023,17145.34366,21774.63,17574.04359,22319.08,16954.9031,21532.77,17480.15402,22199.84,361958.4011,361958.4011
13/02/2023,17151.43814,21782.37,17240.11513,21894.99,16811.83252,21351.07,17144.82398,21773.97,295730.7679,295730.7679
12/02/2023,17214.15455,21862.02,17393.666,22090,17031.462,21630,17152.3594,21783.54,204435.6516,204435.6516
11/02/2023,17027.67461,21625.19,17249.03637,21906.32,17007.66677,21599.78,17214.57187,21862.55,177021.5843,177021.5843
10/02/2023,17163.61134,21797.83,17274.10718,21938.16,16890.5174,21451,17027.67461,21625.19,338591.9425,338591.9425
09/02/2023,18080.16069,22961.85,18119.16849,23011.39,17077.1312,21688,17162.44599,21796.35,402894.6955,402894.6955
08/02/2023,18301.08151,23242.42,18466.1048,23452,17847.09029,22665.85,18081.0662,22963,280056.3072,280056.3072
07/02/2023,17923.20825,22762.52,18385.98685,23350.25,17910.02717,22745.78,18299.5382,23240.46,308006.7248,308006.7248
06/02/2023,18057.37333,22932.91,18234.80605,23158.25,17817.38956,22628.13,17923.20825,22762.52,265371.6069,265371.6069
05/02/2023,18368.19948,23327.66,18451.40404,23433.33,17907.8382,22743,18057.37333,22932.91,209251.3392,209251.3392
04/02/2023,18450.27806,23431.9,18573.01797,23587.78,18310.1681,23253.96,18367.55382,23326.84,166126.473,166126.473
03/02/2023,18495.49844,23489.33,18673.74218,23715.7,18271.31779,23204.62,18450.27806,23431.9,332571.029,332571.029
02/02/2023,18686.11223,23731.41,19098.387,24255,18396.2388,23363.27,18495.19136,23488.94,364177.2075,364177.2075
01/02/2023,18208.72736,23125.13,18750.08848,23812.66,17921.4051,22760.23,18687.09648,23732.66,310790.4227,310790.4227
31/01/2023,17974.27901,22827.38,18362.168,23320,17885.6099,22714.77,18208.72736,23125.13,264649.3491,264649.3491
30/01/2023,18695.52954,23743.37,18740.52157,23800.51,17716.5,22500,17973.31051,22826.15,302405.9012,302405.9012
29/01/2023,18127.05036,23021.4,18866.5292,23960.54,18084.81422,22967.76,18694.68702,23742.3,295688.792,295688.792
28/01/2023,18168.59358,23074.16,18259.0186,23189,18014.4994,22878.46,18127.99524,23022.6,148115.7109,148115.7109
27/01/2023,18117.79841,23009.65,18503.9,23500,17743.96451,22534.88,18168.59358,23074.16,280833.8632,280833.8632
26/01/2023,18157.77471,23060.42,18332.61688,23282.47,17992.09787,22850.01,18117.79841,23009.65,288924.4358,288924.4358
25/01/2023,17820.38956,22631.94,18753.2932,23816.73,17559.02,22300,18158.18416,23060.94,346042.8322,346042.8322
24/01/2023,18045.48359,22917.81,18237.91628,23162.2,17687.31108,22462.93,17821.13759,22632.89,293158.7825,293158.7825
23/01/2023,17878.72015,22706.02,18251.932,23180,17716.5,22500,18044.41273,22916.45,293588.3794,293588.3794
22/01/2023,17939.60979,22783.35,18172.17625,23078.71,17553.01214,22292.37,17880.18471,22707.88,253577.7529,253577.7529
21/01/2023,17847.2084,22666,18402.95532,23371.8,17655.0828,22422,17939.76727,22783.55,346445.4843,346445.4843
20/01/2023,16591.76997,21071.59,17918.01928,22755.93,16426.17187,20861.28,17848.16115,22667.21,338079.1366,338079.1366
19/01/2023,16281.43988,20677.47,16686.5808,21192,16267.04621,20659.19,16591.76997,21071.59,251385.8493,251385.8493
18/01/2023,16639.56515,21132.29,17047.21,21650,16068.58991,20407.15,16281.43988,20677.47,350916.0195,350916.0195
17/01/2023,16681.58081,21185.65,17045.20213,21647.45,16410.44749,20841.31,16641.54939,21134.81,275407.7441,275407.7441
16/01/2023,16435.39233,20872.99,16908.66697,21474.05,16229.47935,20611.48,16681.58081,21185.65,293078.0826,293078.0826
15/01/2023,16498.20322,20952.76,16575.35268,21050.74,16181.86527,20551.01,16434.2191,20871.5,178542.2255,178542.2255
14/01/2023,15692.88987,19930.01,16738.5492,21258,15659.85057,19888.05,16499.90401,20954.92,393913.7495,393913.7495
13/01/2023,14839.82859,18846.62,15748,20000,14735.49809,18714.12,15692.88987,19930.01,368615.8782,368615.8782
12/01/2023,14128.52292,17943.26,15052.7573,19117.04,14088.20017,17892.05,14839.82859,18846.62,454568.3218,454568.3218
11/01/2023,13732.75994,17440.64,14173.2,18000,13634.30344,17315.6,14128.52292,17943.26,262221.6065,262221.6065
10/01/2023,13526.7761,17179.04,13778.7126,17499,13501.02812,17146.34,13732.77568,17440.66,221382.4258,221382.4258
09/01/2023,13486.45334,17127.83,13699.81512,17398.8,13468.20928,17104.66,13526.16192,17178.26,266211.5272,266211.5272
08/01/2023,13341.57174,16943.83,13525.16193,17176.99,13315.7214,16911,13486.45334,17127.83,135155.897,135155.897
07/01/2023,13346.67409,16950.31,13371.55593,16981.91,13313.3592,16908,13341.36702,16943.57,104526.5688,104526.5688
06/01/2023,13253.39869,16831.85,13418.0834,17041,13133.0446,16679,13346.94181,16950.65,207401.2842,207401.2842
05/01/2023,13267.97346,16850.36,13291.17027,16879.82,13191.3122,16753,13253.39869,16831.85,163473.5664,163473.5664
04/01/2023,13130.40681,16675.65,13379.39844,16991.87,13112.30448,16652.66,13267.97346,16850.36,220362.1886,220362.1886
03/01/2023,13128.14697,16672.78,13211.31216,16778.4,13074.99747,16605.28,13130.03673,16675.18,159541.5373,159541.5373
02/01/2023,13084.35966,16617.17,13227.7137,16799.23,13030.44638,16548.7,13128.21784,16672.87,121888.5719,121888.5719
01/01/2023,13024.9897,16541.77,13092.8872,16628,12991.32047,16499.01,13084.02895,16616.75,96925.41374,96925.41374
31/12/2022,13076.72975,16607.48,13105.55647,16644.09,12968.478,16470,13025.48576,16542.4,114490.4286,114490.4286
30/12/2022,13097.19428,16633.47,13131.74539,16677.35,12860.6042,16333,13076.72975,16607.48,164916.3117,164916.3117
29/12/2022,13029.35977,16547.32,13121.55643,16664.41,12983.36773,16488.91,13097.19428,16633.47,160998.4716,160998.4716
28/12/2022,13154.35164,16706.06,13216.65861,16785.19,12964.80084,16465.33,13029.35189,16547.31,193037.5658,193037.5658
27/12/2022,13322.32769,16919.39,13364.40634,16972.83,13064.83214,16592.37,13154.58786,16706.36,173749.5862,173749.5862
26/12/2022,13253.60341,16832.11,13342.11505,16944.52,13221.2334,16791,13322.32769,16919.39,124564.0066,124564.0066
25/12/2022,13256.4538,16835.73,13273.9577,16857.96,13166.1154,16721,13253.60341,16832.11,125441.072,125441.072
24/12/2022,13211.40665,16778.52,13283.43013,16869.99,13209.91059,16776.62,13256.76089,16836.12,100224.291,100224.291
23/12/2022,13245.56406,16821.9,13350.47724,16955.14,13174.09176,16731.13,13211.3909,16778.5,161612.0095,161612.0095
22/12/2022,13247.75303,16824.68,13282.27265,16868.52,13039.22589,16559.85,13245.19398,16821.43,176044.2724,176044.2724
21/12/2022,13304.02851,16896.15,13326.745,16925,13167.6902,16723,13247.74516,16824.67,156810.9636,156810.9636
20/12/2022,12943.97411,16438.88,13434.044,17061.27,12911.15528,16397.2,13303.56394,16895.56,248808.9232,248808.9232
19/12/2022,13180.2886,16739,13240.91053,16815.99,12800.21062,16256.3,12943.97411,16438.88,179094.2831,179094.2831
18/12/2022,13210.635,16777.54,13278.13092,16863.26,13120.50132,16663.07,13179.66655,16738.21,112619.3165,112619.3165
17/12/2022,13095.6431,16631.5,13225.81607,16796.82,13054.97389,16579.85,13209.83185,16776.52,144825.6668,144825.6668
16/12/2022,13666.8703,17356.96,13804.4842,17531.73,13013.61177,16527.32,13096.13129,16632.12,253379.0412,253379.0412
15/12/2022,14018.87747,17804.01,14058.88527,17854.82,13602.73657,17275.51,13666.38212,17356.34,223701.9688,223701.9688
14/12/2022,13996.68067,17775.82,14478.67183,18387.95,13906.22416,17660.94,14018.20031,17803.15,266681.2221,266681.2221
13/12/2022,13550.31148,17208.93,14173.2,18000,13448.90224,17080.14,13995.79878,17774.7,284462.9139,284462.9139
12/12/2022,13452.76837,17085.05,13576.26419,17241.89,13284.89469,16871.85,13551.02014,17209.83,226227.4969,226227.4969
11/12/2022,13486.18563,17127.49,13599.17753,17270.99,13441.7054,17071,13452.76837,17085.05,155286.4787,155286.4787
10/12/2022,13487.02814,17128.56,13565.10673,17227.72,13458.2408,17092,13486.18563,17127.49,140573.9794,140573.9794
09/12/2022,13562.25634,17224.1,13669.264,17360,13431.63455,17058.21,13487.02814,17128.56,238422.0647,238422.0647
08/12/2022,13257.17034,16836.64,13621.2326,17299,13175.95003,16733.49,13562.25634,17224.1,236417.978,236417.978
07/12/2022,13455.8471,17088.96,13497.77615,17142.21,13132.91074,16678.83,13257.17034,16836.64,220657.4133,220657.4133
06/12/2022,13359.30399,16966.35,13470.05967,17107.01,13312.07574,16906.37,13455.8471,17088.96,218730.7688,218730.7688
05/12/2022,13469.77621,17106.65,13719.85445,17424.25,13281.0758,16867,13359.30399,16966.35,233703.2923,233703.2923
04/12/2022,13295.40648,16885.2,13545.51622,17202.84,13289.93405,16878.25,13469.02818,17105.7,178619.1339,178619.1339
03/12/2022,13458.34316,17092.13,13534.60285,17188.98,13274.57188,16858.74,13295.40648,16885.2,154542.5731,154542.5731
